"zcta5","county","cntyname","zipname","pop2k","afact"
"ZIP Census Tabulation Area","county","cntyname","zipname","Total Pop, 2000 census","zcta5 to county alloc factor"
"63857","29069","Dunklin MO","KENNETT",13129,0.998 
"63857","29155","Pemiscot MO","KENNETT",21,0.002 
"63860","29143","New Madrid MO","KEWANEE",153,1 
"63862","29143","New Madrid MO","LILBOURN",1771,1 
"63863","29069","Dunklin MO","MALDEN",6788,0.976 
"63863","29143","New Madrid MO","MALDEN",167,0.024 
"63866","29143","New Madrid MO","MARSTON",658,1 
"63867","29143","New Madrid MO","MATTHEWS",1108,1 
"63868","29143","New Madrid MO","MOREHOUSE",1041,1 
"63869","29143","New Madrid MO","NEW MADRID",4175,1 
"63870","29143","New Madrid MO","PARMA",1160,0.861 
"63870","29207","Stoddard MO","PARMA",187,0.139 
"63873","29143","New Madrid MO","PORTAGEVILLE",4611,0.891 
"63873","29155","Pemiscot MO","PORTAGEVILLE",564,0.109 
"63874","29143","New Madrid MO","RISCO",403,1 
"63876","29069","Dunklin MO","SENATH",2302,1 
"63877","29069","Dunklin MO","STEELE",109,0.027 
"63877","29155","Pemiscot MO","STEELE",3979,0.973 
"63878","29143","New Madrid MO","TALLAPOOSA",229,1 
"63879","29155","Pemiscot MO","HOMESTOWN",910,1 
"63880","29069","Dunklin MO","WHITEOAK",39,1 
"63882","29133","Mississippi MO","WYATT",530,1 
"63901","29023","Butler MO","POPLAR BLUFF",32579,0.999 
"63901","29181","Ripley MO","POPLAR BLUFF",19,0.001 
"63932","29023","Butler MO","BROSELEY",1362,1 
"63933","29069","Dunklin MO","CAMPBELL",3776,1 
"63934","29223","Wayne MO","CLUBB",93,1 
"63935","29035","Carter MO","POYNOR",62,0.006 
"63935","29149","Oregon MO","POYNOR",89,0.009 
"63935","29181","Ripley MO","POYNOR",9510,0.984 
"63936","29207","Stoddard MO","DUDLEY",949,1 
"63937","29023","Butler MO","ELLSINORE",327,0.123 
"63937","29035","Carter MO","ELLSINORE",2280,0.86 
"63937","29223","Wayne MO","ELLSINORE",43,0.016 
"63938","29023","Butler MO","FAGUS",31,1 
"63939","29181","Ripley MO","FAIRDEALING",1381,1 
"63940","29023","Butler MO","FISK",1377,1 
"63941","29035","Carter MO","FREMONT",410,0.765 
"63941","29149","Oregon MO","FREMONT",92,0.172 
"63941","29181","Ripley MO","FREMONT",34,0.063 
"63942","29149","Oregon MO","GATEWOOD",115,0.171 
"63942","29181","Ripley MO","GATEWOOD",557,0.829 
"63943","29035","Carter MO","GRANDIN",750,0.861 
"63943","29181","Ripley MO","GRANDIN",121,0.139 
"63944","29223","Wayne MO","GREENVILLE",1252,1 
"63945","29023","Butler MO","HARVIELL",1171,1 
"63947","29223","Wayne MO","HIRAM",262,1 
"63951","29223","Wayne MO","LOWNDES",394,1 
"63952","29223","Wayne MO","MILL SPRING",563,1 
"63953","29023","Butler MO","NAYLOR",104,0.063 
"63953","29181","Ripley MO","NAYLOR",1544,0.937 
"63954","29023","Butler MO","NEELYVILLE",1247,0.94 
"63954","29181","Ripley MO","NEELYVILLE",80,0.06 
"63955","29181","Ripley MO","OXLY",263,1 
"63956","29223","Wayne MO","PATTERSON",861,1 
"63957","29179","Reynolds MO","PIEDMONT",354,0.064 
"63957","29223","Wayne MO","PIEDMONT",5166,0.936 
"63960","29017","Bollinger MO","PUXICO",64,0.02 
"63960","29207","Stoddard MO","PUXICO",3092,0.98 
"63961","29023","Butler MO","QULIN",1647,1 
"63963","29223","Wayne MO","SHOOK",125,1 
"63964","29123","Madison MO","SILVA",31,0.028 
"63964","29223","Wayne MO","SILVA",1067,0.972 
"63965","29035","Carter MO","VAN BUREN",2439,0.944 
"63965","29179","Reynolds MO","VAN BUREN",145,0.056 
"63966","29023","Butler MO","WAPPAPELLO",538,0.221 
"63966","29223","Wayne MO","WAPPAPELLO",1899,0.779 
"63967","29023","Butler MO","WILLIAMSVILLE",484,0.29 
"63967","29223","Wayne MO","WILLIAMSVILLE",1184,0.71 
"64001","29107","Lafayette MO","ALMA",652,1 
"64011","29101","Johnson MO","BATES CITY",392,0.109 
"64011","29107","Lafayette MO","BATES CITY",3214,0.891 
"64012","29037","Cass MO","BELTON",25498,1 
"64014","29095","Jackson MO","BLUE SPRINGS",22841,1 
"64015","29095","Jackson MO","LAKE TAPAWINGO",28878,1 
"64016","29095","Jackson MO","BUCKNER",4077,1 
"64017","29107","Lafayette MO","CAMDEN",10,0.021 
"64017","29177","Ray MO","CAMDEN",477,0.979 
"64018","29165","Platte MO","CAMDEN POINT",913,1 
"64019","29101","Johnson MO","CENTERVIEW",2220,1 
"64020","29101","Johnson MO","CONCORDIA",227,0.064 
"64020","29107","Lafayette MO","CONCORDIA",3293,0.931 
"64020","29195","Saline MO","CONCORDIA",16,0.005 
"64021","29107","Lafayette MO","CORDER",785,1 
"64022","29107","Lafayette MO","DOVER",145,1 
"64024","29047","Clay MO","EXCELSIOR SPRING",12493,0.774 
"64024","29177","Ray MO","EXCELSIOR SPRING",3651,0.226 
"64029","29095","Jackson MO","GRAIN VALLEY",8305,1 
"64030","29095","Jackson MO","GRANDVIEW",24874,1 
"64034","29037","Cass MO","LAKE WINNEBAGO",933,0.157 
"64034","29095","Jackson MO","LAKE WINNEBAGO",4995,0.843 
"64035","29033","Carroll MO","HARDIN",30,0.028 
"64035","29177","Ray MO","HARDIN",1036,0.972 
"64036","29177","Ray MO","HENRIETTA",474,1 
"64037","29101","Johnson MO","HIGGINSVILLE",11,0.002 
"64037","29107","Lafayette MO","HIGGINSVILLE",6087,0.998 
"64040","29101","Johnson MO","HOLDEN",6050,1 
"64048","29047","Clay MO","HOLT",2417,0.603 
"64048","29049","Clinton MO","HOLT",1589,0.397 
"64050","29095","Jackson MO","INDEPENDENCE",23436,1 
"64052","29095","Jackson MO","INDEPENDENCE",21017,1 
"64053","29095","Jackson MO","INDEPENDENCE",5762,1 
"64054","29095","Jackson MO","SUGAR CREEK",4153,1 
"64055","29095","Jackson MO","INDEPENDENCE",34006,1 
"64056","29095","Jackson MO","INDEPENDENCE",15357,1 
"64057","29095","Jackson MO","INDEPENDENCE",11050,1 
"64058","29095","Jackson MO","INDEPENDENCE",6018,1 
"64060","29047","Clay MO","KEARNEY",9645,1 
"64061","29037","Cass MO","KINGSVILLE",129,0.048 
"64061","29101","Johnson MO","KINGSVILLE",2536,0.952 
"64062","29047","Clay MO","LAWSON",504,0.087 
"64062","29049","Clinton MO","LAWSON",589,0.102 
"64062","29177","Ray MO","LAWSON",4695,0.811 
"64063","29095","Jackson MO","LAKE LOTAWANA",20186,1 
"64064","29095","Jackson MO","LEES SUMMIT",11265,1 
"64066","29095","Jackson MO","LEVASY",87,1 
"64067","29107","Lafayette MO","LEXINGTON",5780,1 
"64068","29047","Clay MO","PLEASANT VALLEY",33068,1 
"64070","29095","Jackson MO","LONE JACK",2224,0.923 
"64070","29101","Johnson MO","LONE JACK",186,0.077 
"64071","29107","Lafayette MO","MAYVIEW",745,1 
"64072","29047","Clay MO","MISSOURI CITY",133,1 
"64074","29107","Lafayette MO","NAPOLEON",569,1 
"64075","29095","Jackson MO","OAK GROVE",8743,0.96 
"64075","29107","Lafayette MO","OAK GROVE",365,0.04 
"64076","29101","Johnson MO","ODESSA",363,0.041 
"64076","29107","Lafayette MO","ODESSA",8468,0.959 
"64077","29047","Clay MO","ORRICK",11,0.006 
"64077","29177","Ray MO","ORRICK",1967,0.994 
"64078","29037","Cass MO","PECULIAR",6929,1 
"64079","29165","Platte MO","PLATTE CITY",8284,1 
"64080","29037","Cass MO","PLEASANT HILL",9709,0.981 
"64080","29095","Jackson MO","PLEASANT HILL",187,0.019 
"64081","29095","Jackson MO","LEES SUMMIT",18042,1 
"64082","29037","Cass MO","LEES SUMMIT",1241,0.22 
"64082","29095","Jackson MO","LEES SUMMIT",4410,0.78 
"64083","29037","Cass MO","RAYMORE",12785,1 
"64084","29177","Ray MO","RAYVILLE",1447,1 
"64085","29177","Ray MO","RICHMOND",8840,1 
"64086","29095","Jackson MO","LEES SUMMIT",19727,1 
"64088","29095","Jackson MO","SIBLEY",1443,1 
"64089","29047","Clay MO","SMITHVILLE",6946,0.876 
"64089","29165","Platte MO","SMITHVILLE",982,0.124 
"64090","29037","Cass MO","STRASBURG",112,1 
"64093","29101","Johnson MO","WARRENSBURG",24252,1 
"64096","29107","Lafayette MO","WAVERLY",1132,0.98 
"64096","29195","Saline MO","WAVERLY",23,0.02 
"64097","29107","Lafayette MO","WELLINGTON",1515,1 
"64098","29165","Platte MO","WESTON",2943,1 
"64101","29095","Jackson MO","KANSAS CITY",335,1 
"64105","29095","Jackson MO","KANSAS CITY",2719,1 
"64106","29095","Jackson MO","KANSAS CITY",6142,1 
"64108","29095","Jackson MO","KANSAS CITY",6785,1 
"64109","29095","Jackson MO","KANSAS CITY",12252,1 
"64110","29095","Jackson MO","KANSAS CITY",17842,1 
"64111","29095","Jackson MO","KANSAS CITY",17745,1 
"64112","29095","Jackson MO","KANSAS CITY",8567,1 
"64113","29095","Jackson MO","KANSAS CITY",11371,1 
"64114","29095","Jackson MO","KANSAS CITY",23639,1 
"64116","29047","Clay MO","NORTH KANSAS CIT",15846,1 
"64117","29047","Clay MO","RANDOLPH",13445,1 
"64118","29047","Clay MO","GLADSTONE",38908,1 
"64119","29047","Clay MO","KANSAS CITY",25702,1 
"64120","29095","Jackson MO","KANSAS CITY",481,1 
"64123","29095","Jackson MO","KANSAS CITY",10757,1 
"64124","29095","Jackson MO","KANSAS CITY",13343,1 
"64125","29095","Jackson MO","KANSAS CITY",2370,1 
"64126","29095","Jackson MO","KANSAS CITY",6800,1 
"64127","29095","Jackson MO","KANSAS CITY",20831,1 
"64128","29095","Jackson MO","KANSAS CITY",14774,1 
"64129","29095","Jackson MO","KANSAS CITY",10293,1 
"64130","29095","Jackson MO","KANSAS CITY",25743,1 
"64131","29095","Jackson MO","KANSAS CITY",23193,1 
"64132","29095","Jackson MO","KANSAS CITY",15956,1 
"64133","29095","Jackson MO","RAYTOWN",34025,1 
"64134","29095","Jackson MO","KANSAS CITY",23471,1 
"64136","29095","Jackson MO","KANSAS CITY",1088,1 
"64137","29095","Jackson MO","KANSAS CITY",10061,1 
"64138","29095","Jackson MO","RAYTOWN",24940,1 
"64139","29095","Jackson MO","KANSAS CITY",1113,1 
"64145","29095","Jackson MO","KANSAS CITY",4792,1 
"64146","29095","Jackson MO","KANSAS CITY",1327,1 
"64147","29037","Cass MO","MARTIN CITY",104,0.14 
"64147","29095","Jackson MO","MARTIN CITY",639,0.86 
"64149","29095","Jackson MO","KANSAS CITY",384,1 
"64150","29165","Platte MO","KANSAS CITY",2891,1 
"64151","29165","Platte MO","LAKE WAUKOMIS",22563,1 
"64152","29165","Platte MO","PARKVILLE",23371,1 
"64153","29165","Platte MO","KANSAS CITY",3574,1 
"64154","29165","Platte MO","KANSAS CITY",4636,1 
"64155","29047","Clay MO","KANSAS CITY",16884,1 
"64156","29047","Clay MO","KANSAS CITY",1054,1 
"64157","29047","Clay MO","KANSAS CITY",3199,1 
"64158","29047","Clay MO","KANSAS CITY",2405,1 
"64161","29047","Clay MO","RANDOLPH",427,1 
"64163","29165","Platte MO","FERRELVIEW",725,1 
"64164","29165","Platte MO","KANSAS CITY",239,1 
"64165","29047","Clay MO","KANSAS CITY",61,1 
"64166","29047","Clay MO","KANSAS CITY",248,1 
"64167","29047","Clay MO","KANSAS CITY",409,1 
"64192","29095","Jackson MO","KANSAS CITY",19,1 
"64401","29021","Buchanan MO","AGENCY",1426,1 
"64402","29075","Gentry MO","ALBANY",2564,1 
"64421","29003","Andrew MO","AMAZONIA",869,1 
"64422","29063","DeKalb MO","AMITY",420,1 
"64423","29003","Andrew MO","BARNARD",11,0.014 
"64423","29147","Nodaway MO","BARNARD",776,0.986 
"64424","29081","Harrison MO","BETHANY",4165,1 
"64426","29081","Harrison MO","BLYTHEDALE",419,1 
"64427","29003","Andrew MO","BOLCKOW",543,0.899 
"64427","29147","Nodaway MO","BOLCKOW",61,0.101 
"64428","29005","Atchison MO","BURLINGTON JUNCT",18,0.017 
"64428","29147","Nodaway MO","BURLINGTON JUNCT",1041,0.983 
"64429","29025","Caldwell MO","CAMERON",691,0.063 
"64429","29049","Clinton MO","CAMERON",5388,0.489 
"64429","29061","Daviess MO","CAMERON",77,0.007 
"64429","29063","DeKalb MO","CAMERON",4860,0.441 
"64430","29003","Andrew MO","CLARKSDALE",74,0.092 
"64430","29063","DeKalb MO","CLARKSDALE",726,0.907 
"64431","29147","Nodaway MO","CLEARMONT",392,1 
"64432","29147","Nodaway MO","CLYDE",123,1 
"64433","29147","Nodaway MO","CONCEPTION",190,1 
"64434","29147","Nodaway MO","CONCEPTION JUNCT",489,1 
"64436","29003","Andrew MO","COSBY",811,1 
"64437","29087","Holt MO","BIGELOW",975,1 
"64438","29075","Gentry MO","DARLINGTON",283,1 
"64439","29021","Buchanan MO","DEARBORN",412,0.277 
"64439","29165","Platte MO","DEARBORN",1078,0.723 
"64440","29021","Buchanan MO","DE KALB",731,0.983 
"64440","29165","Platte MO","DE KALB",13,0.017 
"64441","29075","Gentry MO","DENVER",41,0.24 
"64441","29227","Worth MO","DENVER",130,0.76 
"64442","29081","Harrison MO","EAGLEVILLE",799,1 
"64443","29021","Buchanan MO","EASTON",1075,1 
"64444","29021","Buchanan MO","EDGERTON",47,0.033 
"64444","29165","Platte MO","EDGERTON",1386,0.967 
"64445","29147","Nodaway MO","ELMO",365,1 
"64446","29005","Atchison MO","FAIRFAX",1158,0.989 
"64446","29087","Holt MO","FAIRFAX",13,0.011 
"64448","29021","Buchanan MO","FAUCETT",1133,1 
"64449","29003","Andrew MO","FILLMORE",461,1 
"64451","29087","Holt MO","FOREST CITY",515,1 
"64453","29075","Gentry MO","GENTRY",246,1 
"64454","29021","Buchanan MO","GOWER",465,0.192 
"64454","29049","Clinton MO","GOWER",1951,0.808 
"64455","29003","Andrew MO","GRAHAM",27,0.059 
"64455","29147","Nodaway MO","GRAHAM",432,0.941 
"64456","29081","Harrison MO","GRANT CITY",10,0.006 
"64456","29227","Worth MO","GRANT CITY",1632,0.994 
"64457","29003","Andrew MO","GUILFORD",20,0.062 
"64457","29147","Nodaway MO","GUILFORD",303,0.938 
"64458","29081","Harrison MO","HATFIELD",211,0.921 
"64458","29227","Worth MO","HATFIELD",18,0.079 
"64459","29003","Andrew MO","HELENA",553,1 
"64461","29147","Nodaway MO","HOPKINS",1013,1 
"64463","29003","Andrew MO","KING CITY",56,0.034 
"64463","29063","DeKalb MO","KING CITY",137,0.084 
"64463","29075","Gentry MO","KING CITY",1437,0.882 
"64465","29025","Caldwell MO","LATHROP",199,0.05 
"64465","29049","Clinton MO","LATHROP",3803,0.95 
"64466","29087","Holt MO","MAITLAND",560,1 
"64467","29081","Harrison MO","MARTINSVILLE",179,1 
"64468","29147","Nodaway MO","MARYVILLE",14107,1 
"64469","29063","DeKalb MO","MAYSVILLE",2177,1 
"64470","29087","Holt MO","MOUND CITY",1650,1 
"64471","29075","Gentry MO","NEW HAMPTON",41,0.073 
"64471","29081","Harrison MO","NEW HAMPTON",518,0.927 
"64473","29087","Holt MO","OREGON",1584,1 
"64474","29049","Clinton MO","OSBORN",218,0.243 
"64474","29063","DeKalb MO","OSBORN",679,0.757 
"64475","29075","Gentry MO","PARNELL",12,0.025 
"64475","29147","Nodaway MO","PARNELL",382,0.781 
"64475","29227","Worth MO","PARNELL",95,0.194 
"64476","29147","Nodaway MO","PICKERING",415,1 
"64477","29049","Clinton MO","PLATTSBURG",3306,1 
"64479","29075","Gentry MO","RAVENWOOD",39,0.044 
"64479","29147","Nodaway MO","RAVENWOOD",844,0.956 
"64480","29003","Andrew MO","REA",407,1 
"64481","29081","Harrison MO","RIDGEWAY",1166,1 
"64482","29005","Atchison MO","ROCK PORT",2216,1 
"64483","29003","Andrew MO","ROSENDALE",682,1 
"64484","29021","Buchanan MO","RUSHVILLE",1020,0.848 
"64484","29165","Platte MO","RUSHVILLE",183,0.152 
"64485","29003","Andrew MO","SAVANNAH",7637,1 
"64486","29147","Nodaway MO","SHERIDAN",89,0.206 
"64486","29227","Worth MO","SHERIDAN",342,0.794 
"64487","29005","Atchison MO","SKIDMORE",43,0.052 
"64487","29087","Holt MO","SKIDMORE",54,0.065 
"64487","29147","Nodaway MO","SKIDMORE",735,0.883 
"64489","29075","Gentry MO","STANBERRY",1865,0.923 
"64489","29147","Nodaway MO","STANBERRY",155,0.077 
"64490","29021","Buchanan MO","HEMPLE",109,0.051 
"64490","29049","Clinton MO","HEMPLE",656,0.308 
"64490","29063","DeKalb MO","HEMPLE",1367,0.641 
"64491","29005","Atchison MO","TARKIO",2350,1 
"64492","29047","Clay MO","TRIMBLE",201,0.175 
"64492","29049","Clinton MO","TRIMBLE",949,0.825 
"64493","29049","Clinton MO","TURNEY",530,1 
"64494","29003","Andrew MO","UNION STAR",270,0.273 
"64494","29063","DeKalb MO","UNION STAR",719,0.727 
"64496","29005","Atchison MO","WATSON",186,1 
"64497","29061","Daviess MO","WEATHERBY",106,0.198 
"64497","29063","DeKalb MO","WEATHERBY",429,0.802 
"64498","29005","Atchison MO","WESTBORO",407,1 
"64499","29075","Gentry MO","WORTH",18,0.098 
"64499","29227","Worth MO","WORTH",165,0.902 
"64501","29021","Buchanan MO","SAINT JOSEPH",12034,1 
"64503","29021","Buchanan MO","SAINT JOSEPH",12330,1 
"64504","29021","Buchanan MO","SAINT JOSEPH",10926,1 
"64505","29003","Andrew MO","SAINT JOSEPH",3173,0.252 
"64505","29021","Buchanan MO","SAINT JOSEPH",9414,0.748 
"64506","29003","Andrew MO","SAINT JOSEPH",898,0.041 
"64506","29021","Buchanan MO","SAINT JOSEPH",20875,0.959 
"64507","29021","Buchanan MO","SAINT JOSEPH",14001,1 
"64601","29117","Livingston MO","CHILLICOTHE",11762,1 
"64620","29061","Daviess MO","ALTAMONT",461,1 
"64622","29033","Carroll MO","BOGARD",719,1 
"64623","29033","Carroll MO","BOSWORTH",770,1 
"64624","29025","Caldwell MO","BRAYMER",1437,0.825 
"64624","29033","Carroll MO","BRAYMER",167,0.096 
"64624","29117","Livingston MO","BRAYMER",18,0.01 
"64624","29177","Ray MO","BRAYMER",119,0.068 
"64625","29025","Caldwell MO","BRECKENRIDGE",654,0.871 
"64625","29061","Daviess MO","BRECKENRIDGE",45,0.06 
"64625","29117","Livingston MO","BRECKENRIDGE",52,0.069 
"64628","29041","Chariton MO","BROOKFIELD",60,0.01 
"64628","29115","Linn MO","BROOKFIELD",6223,0.99 
"64630","29115","Linn MO","BROWNING",428,0.595 
"64630","29211","Sullivan MO","BROWNING",291,0.405 
"64631","29115","Linn MO","BUCKLIN",890,0.873 
"64631","29121","Macon MO","BUCKLIN",129,0.127 
"64632","29081","Harrison MO","CAINSVILLE",549,0.7 
"64632","29129","Mercer MO","CAINSVILLE",235,0.3 
"64633","29033","Carroll MO","CARROLLTON",5610,1 
"64635","29079","Grundy MO","CHULA",18,0.034 
"64635","29115","Linn MO","CHULA",31,0.059 
"64635","29117","Livingston MO","CHULA",480,0.907 
"64636","29061","Daviess MO","COFFEY",256,0.911 
"64636","29081","Harrison MO","COFFEY",25,0.089 
"64637","29025","Caldwell MO","COWGILL",561,0.871 
"64637","29177","Ray MO","COWGILL",83,0.129 
"64638","29033","Carroll MO","DAWN",261,0.408 
"64638","29117","Livingston MO","DAWN",379,0.592 
"64639","29033","Carroll MO","DE WITT",249,1 
"64640","29061","Daviess MO","GALLATIN",3185,1 
"64641","29079","Grundy MO","GALT",599,0.861 
"64641","29211","Sullivan MO","GALT",97,0.139 
"64642","29061","Daviess MO","GILMAN CITY",52,0.062 
"64642","29079","Grundy MO","GILMAN CITY",105,0.124 
"64642","29081","Harrison MO","GILMAN CITY",688,0.814 
"64643","29033","Carroll MO","HALE",738,0.684 
"64643","29117","Livingston MO","HALE",341,0.316 
"64644","29025","Caldwell MO","HAMILTON",2805,0.956 
"64644","29061","Daviess MO","HAMILTON",130,0.044 
"64645","29129","Mercer MO","HARRIS",81,0.28 
"64645","29211","Sullivan MO","HARRIS",208,0.72 
"64646","29115","Linn MO","HUMPHREYS",28,0.073 
"64646","29211","Sullivan MO","HUMPHREYS",357,0.927 
"64647","29061","Daviess MO","JAMESON",339,1 
"64648","29061","Daviess MO","JAMESPORT",1702,0.843 
"64648","29079","Grundy MO","JAMESPORT",271,0.134 
"64648","29117","Livingston MO","JAMESPORT",46,0.023 
"64649","29025","Caldwell MO","KIDDER",575,0.751 
"64649","29061","Daviess MO","KIDDER",191,0.249 
"64650","29025","Caldwell MO","KINGSTON",630,1 
"64651","29115","Linn MO","LACLEDE",687,1 
"64652","29079","Grundy MO","LAREDO",475,1 
"64653","29115","Linn MO","LINNEUS",780,1 
"64655","29171","Putnam MO","LUCERNE",307,1 
"64656","29117","Livingston MO","LUDLOW",379,1 
"64657","29061","Daviess MO","MC FALL",54,0.122 
"64657","29075","Gentry MO","MC FALL",290,0.656 
"64657","29081","Harrison MO","MC FALL",98,0.222 
"64658","29041","Chariton MO","MARCELINE",735,0.203 
"64658","29115","Linn MO","MARCELINE",2883,0.794 
"64658","29121","Macon MO","MARCELINE",11,0.003 
"64659","29115","Linn MO","MEADVILLE",932,1 
"64660","29041","Chariton MO","MENDON",558,1 
"64661","29129","Mercer MO","MERCER",1015,1 
"64664","29117","Livingston MO","MOORESVILLE",271,1 
"64667","29129","Mercer MO","NEWTOWN",83,0.171 
"64667","29171","Putnam MO","NEWTOWN",32,0.066 
"64667","29211","Sullivan MO","NEWTOWN",369,0.762 
"64668","29033","Carroll MO","NORBORNE",1384,0.873 
"64668","29177","Ray MO","NORBORNE",202,0.127 
"64670","29061","Daviess MO","PATTONSBURG",860,0.868 
"64670","29063","DeKalb MO","PATTONSBURG",83,0.084 
"64670","29075","Gentry MO","PATTONSBURG",25,0.025 
"64670","29081","Harrison MO","PATTONSBURG",23,0.023 
"64671","29025","Caldwell MO","POLO",1417,0.796 
"64671","29177","Ray MO","POLO",363,0.204 
"64672","29129","Mercer MO","POWERSVILLE",5,0.02 
"64672","29171","Putnam MO","POWERSVILLE",249,0.98 
"64673","29129","Mercer MO","PRINCETON",2286,1 
"64674","29115","Linn MO","PURDIN",502,1 
"64676","29041","Chariton MO","ROTHVILLE",272,1 
"64679","29079","Grundy MO","SPICKARD",735,0.934 
"64679","29129","Mercer MO","SPICKARD",52,0.066 
"64681","29041","Chariton MO","SUMNER",240,0.976 
"64681","29115","Linn MO","SUMNER",6,0.024 
"64682","29033","Carroll MO","TINA",357,1 
"64683","29079","Grundy MO","TRENTON",8229,0.989 
"64683","29117","Livingston MO","TRENTON",94,0.011 
"64686","29117","Livingston MO","UTICA",299,1 
"64688","29115","Linn MO","WHEELING",93,0.175 
"64688","29117","Livingston MO","WHEELING",437,0.825 
"64689","29061","Daviess MO","WINSTON",558,1 
"64701","29037","Cass MO","HARRISONVILLE",13351,1 
"64720","29013","Bates MO","ADRIAN",3618,1 
"64722","29013","Bates MO","AMORET",518,1 
"64723","29013","Bates MO","AMSTERDAM",786,1 
"64724","29013","Bates MO","APPLETON CITY",243,0.112 
"64724","29083","Henry MO","APPLETON CITY",7,0.003 
"64724","29185","St. Clair MO","APPLETON CITY",1924,0.885 
"64725","29013","Bates MO","ARCHIE",149,0.083 
"64725","29037","Cass MO","ARCHIE",1636,0.917 
"64726","29083","Henry MO","BLAIRSTOWN",507,0.925 
"64726","29101","Johnson MO","BLAIRSTOWN",41,0.075 
"64728","29217","Vernon MO","BRONAUGH",586,1 
"64730","29013","Bates MO","BUTLER",7174,1 
"64733","29083","Henry MO","CHILHOWEE",227,0.204 
"64733","29101","Johnson MO","CHILHOWEE",884,0.796 
"64734","29037","Cass MO","CLEVELAND",1858,1 
"64735","29015","Benton MO","TIGHTWAD",163,0.013 
"64735","29083","Henry MO","TIGHTWAD",12747,0.987 
"64738","29085","Hickory MO","COLLINS",21,0.017 
"64738","29185","St. Clair MO","COLLINS",1183,0.983 
"64739","29037","Cass MO","CREIGHTON",737,0.815 
"64739","29083","Henry MO","CREIGHTON",167,0.185 
"64740","29083","Henry MO","DEEPWATER",1652,0.841 
"64740","29185","St. Clair MO","DEEPWATER",313,0.159 
"64741","29217","Vernon MO","DEERFIELD",367,1 
"64742","29013","Bates MO","DREXEL",464,0.217 
"64742","29037","Cass MO","DREXEL",1676,0.783 
"64743","29037","Cass MO","EAST LYNNE",308,1 
"64744","29039","Cedar MO","EL DORADO SPRING",6769,0.848 
"64744","29185","St. Clair MO","EL DORADO SPRING",544,0.068 
"64744","29217","Vernon MO","EL DORADO SPRING",672,0.084 
"64745","29013","Bates MO","FOSTER",51,1 
"64746","29037","Cass MO","FREEMAN",1534,1 
"64747","29037","Cass MO","GARDEN CITY",3552,0.938 
"64747","29101","Johnson MO","GARDEN CITY",233,0.062 
"64748","29011","Barton MO","GOLDEN CITY",1308,0.784 
"64748","29057","Dade MO","GOLDEN CITY",200,0.12 
"64748","29097","Jasper MO","GOLDEN CITY",122,0.073 
"64748","29109","Lawrence MO","GOLDEN CITY",39,0.023 
"64750","29185","St. Clair MO","HARWOOD",8,0.019 
"64750","29217","Vernon MO","HARWOOD",414,0.981 
"64751","29217","Vernon MO","HORTON",265,1 
"64752","29013","Bates MO","STOTESBURY",614,0.762 
"64752","29217","Vernon MO","STOTESBURY",192,0.238 
"64755","29011","Barton MO","JASPER",416,0.155 
"64755","29097","Jasper MO","JASPER",2273,0.845 
"64756","29039","Cedar MO","JERICO SPRINGS",655,0.843 
"64756","29057","Dade MO","JERICO SPRINGS",122,0.157 
"64759","29011","Barton MO","IANTHA",8140,0.999 
"64759","29057","Dade MO","IANTHA",11,0.001 
"64761","29083","Henry MO","LEETON",112,0.075 
"64761","29101","Johnson MO","LEETON",1373,0.925 
"64762","29011","Barton MO","LIBERAL",1632,1 
"64763","29185","St. Clair MO","LOWRY CITY",1450,1 
"64767","29217","Vernon MO","MILO",730,1 
"64769","29011","Barton MO","MINDENMINES",678,1 
"64770","29013","Bates MO","MONTROSE",94,0.09 
"64770","29083","Henry MO","MONTROSE",939,0.9 
"64770","29185","St. Clair MO","MONTROSE",10,0.01 
"64771","29217","Vernon MO","MOUNDVILLE",537,1 
"64772","29217","Vernon MO","NEVADA",13289,1 
"64776","29015","Benton MO","OSCEOLA",54,0.015 
"64776","29185","St. Clair MO","OSCEOLA",3455,0.985 
"64778","29217","Vernon MO","RICHARDS",331,1 
"64779","29013","Bates MO","RICH HILL",2397,0.865 
"64779","29217","Vernon MO","RICH HILL",373,0.135 
"64780","29013","Bates MO","ROCKVILLE",404,0.644 
"64780","29185","St. Clair MO","ROCKVILLE",223,0.356 
"64781","29185","St. Clair MO","ROSCOE",84,1 
"64783","29185","St. Clair MO","SCHELL CITY",165,0.198 
"64783","29217","Vernon MO","SCHELL CITY",670,0.802 
"64784","29011","Barton MO","SHELDON",133,0.099 
"64784","29039","Cedar MO","SHELDON",39,0.029 
"64784","29217","Vernon MO","SHELDON",1175,0.872 
"64788","29013","Bates MO","URICH",141,0.111 
"64788","29083","Henry MO","URICH",1135,0.889 
"64790","29217","Vernon MO","WALKER",853,1 
"64801","29097","Jasper MO","JOPLIN",32628,1 
"64804","29097","Jasper MO","JOPLIN",19360,0.56 
"64804","29145","Newton MO","JOPLIN",15226,0.44 
"64830","29097","Jasper MO","ALBA",652,1 
"64831","29119","McDonald MO","ANDERSON",5933,1 
"64832","29011","Barton MO","ASBURY",139,0.192 
"64832","29097","Jasper MO","ASBURY",585,0.808 
"64833","29097","Jasper MO","AVILLA",109,1 
"64834","29097","Jasper MO","CARL JUNCTION",7175,1 
"64835","29097","Jasper MO","CARTERVILLE",1830,1 
